label,repo,file_path,line,algorithm,severity,confidence,is_test_code,context,code_snippet,repo_url,notes,enrichment_source
?,bc-java,prov/src/main/java/org/bouncycastle/jcajce/provider/keystore/PKCS12.java,40,3DES,HIGH,0.7,False,Regex match — AI enrichment unavailable,"provider.addAlgorithm(""KeyStore.PKCS12-DEF-3DES-40RC2"", PREFIX + ""PKCS12KeyStoreSpi$DefPKCS12KeyStor",https://github.com/AnimeshShaw/bc-java,,Regex-only
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1417,ECDSA,CRITICAL,0.7,True,,"""prime256v1"" not in OPENSSL_SUPPORTED_CURVES,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,495,ECDSA,CRITICAL,0.7,False,,"ecdsa.curve_brainpoolp512t1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,537,Ed25519,CRITICAL,0.7,False,,"Ed25519,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/pkcs1.py,228,RSA,CRITICAL,0.7,False,,:py:class:`rsa.pkcs1.DecryptionError` exception. It shows where in the,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,bc-java,prov/src/main/java/org/bouncycastle/jcajce/provider/symmetric/ARC4.java,99,RC4,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,"provider.addAlgorithm(""Alg.Alias.Cipher.RC4"", ""ARC4"");",https://github.com/AnimeshShaw/bc-java,,Regex-only
?,python-ecdsa,src/ecdsa/test_keys.py,808,Ed25519,CRITICAL,0.7,True,,"sk = SigningKey.generate(Ed25519, entropy=os.urandom)",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/ecdh.py,179,ECDSA,CRITICAL,0.7,False,,:param private_key_der: string with the DER encoding of private ECDSA,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/ecdsa.py,327,SHA-1,HIGH,0.7,False,,return string_to_int(sha1(int_to_string(m)).digest()),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1050,ECDSA,CRITICAL,0.7,True,,"# versions require ""-ecdsa-with-SHA1"", the later versions want just",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,tls/src/main/java/org/bouncycastle/tls/SignatureScheme.java,352,ECDSA,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,return SignatureAlgorithm.ecdsa == getSignatureAlgorithm(signatureScheme);,https://github.com/AnimeshShaw/bc-java,,Regex-only
?,python-ecdsa,src/ecdsa/test_keys.py,658,HARDCODED_KEY,CRITICAL,0.7,True,,"""-----BEGIN PRIVATE KEY-----\n""",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/key.py,337,RSA,CRITICAL,0.7,False,,"der = rsa.pem.load_pem(keyfile, ""RSA PUBLIC KEY"")",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,503,Ed25519,CRITICAL,0.7,False,,"""Ed25519"",",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,73,ECDH,CRITICAL,0.9,True,Instantiates ECDH with NIST192p curve to test the NoKeyError exception path before any keys are loaded.,ecdh1 = ECDH(curve=NIST192p),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/cli.py,295,RSA,CRITICAL,0.7,False,,key_class = rsa.PublicKey,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-rsa,rsa/key.py,706,RSA,CRITICAL,0.7,False,,:py:func:`rsa.prime.getprime`.,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-rsa,rsa/pkcs1.py,317,SHA-1,HIGH,0.7,False,,":param hash_method: the hash method used on the message. Use 'MD5', 'SHA-1',",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,558,ECDSA,CRITICAL,0.7,False,,:rtype: ~ecdsa.curves.Curve,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,setup.py,26,ECDSA,CRITICAL,0.95,False,"The packages=['ecdsa'] directive instructs setuptools to package and distribute the 'ecdsa' Python module, making this a","packages=[""ecdsa""],",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,820,HARDCODED_KEY,CRITICAL,0.7,True,,"""-----BEGIN PRIVATE KEY-----\n""",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,538,Ed25519,CRITICAL,0.7,False,,"Ed448,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,505,Ed25519,CRITICAL,0.7,False,,"eddsa.generator_ed25519,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/cli.py,247,RSA,CRITICAL,0.7,False,,"return rsa.decrypt(indata, priv_key)",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-jose,jose/backends/cryptography_backend.py,208,PKCS1v15,HIGH,0.7,False,,RSA1_5 = padding.PKCS1v15(),https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-rsa,rsa/cli.py,280,RSA,CRITICAL,0.7,False,,"return rsa.sign(indata, priv_key, hash_method)",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-rsa,rsa/key.py,737,RSA,CRITICAL,0.7,False,,:py:func:`rsa.prime.getprime`.,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,378,ECDSA,CRITICAL,0.7,False,,"ecdsa.curve_brainpoolp160r1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/key.py,44,RSA,CRITICAL,0.9,False,Production import of rsa.randnum used to generate random integers for RSA blinding factors.,import rsa.randnum,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,bc-java,core/src/main/java/org/bouncycastle/math/ec/custom/sec/SecP384R1FieldElement.java,155,ECDSA,CRITICAL,0.7,False,,"SecP384R1Field.squareN(t2, 5, t3, tt0);",https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,386,Ed25519,CRITICAL,0.7,True,,"vk_ssh = b""ssh-ed25519 AAAAC3NzaC1lZDI1NTE5AAAAICMAUNDWZCIojuNViX5uQVeNrt5EJu5WJ7yF5gsvKstl\n""",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/key.py,378,RSA,CRITICAL,0.7,False,,from rsa.asn1 import OpenSSLPubKey,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,461,Ed25519,CRITICAL,0.7,True,,"vk2 = VerifyingKey.from_string(vk_str, Ed448)",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,384,ECDH,CRITICAL,0.7,True,,"pytest.skip(""Edwards curves are not supported for ECDH"")",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,pg/src/main/jdk1.2/org/bouncycastle/openpgp/operator/jcajce/JcaPGPKeyConverter.java,432,ECDH,CRITICAL,0.7,False,,"return implGetPublicKeyEC(""ECDH"", ecdhK);",https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,python-rsa,rsa/pkcs1.py,373,RSA,CRITICAL,0.7,False,,":param signature: the signature block, as created with :py:func:`rsa.sign`.",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-rsa,rsa/key.py,739,RSA,CRITICAL,0.7,False,,*Introduced in Python-RSA 3.1*,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,478,ECDSA,CRITICAL,0.7,False,,"ecdsa.generator_brainpoolp384t1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,doc/conf.py,54,RSA,CRITICAL,0.82,False,The `rsa.__version__` attribute access directly uses the imported RSA library object to populate the Sphinx documentatio,version = rsa.__version__,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-jose,jose/backends/_asn1.py,51,RSA,CRITICAL,0.95,False,"Production function that wraps a raw PKCS1 RSA private key into a PKCS8 envelope using the hardcoded RSA OID, actively c","""""""Convert a PKCS1-encoded RSA private key to PKCS8.""""""",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/__init__.py,72,ECDH,CRITICAL,0.7,False,The ECDH class,"ECDH,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1703,Ed25519,CRITICAL,0.7,True,,"reason=""system openssl does not support signing with Ed25519"",",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,486,ECDSA,CRITICAL,0.7,False,,"ecdsa.curve_brainpoolp512r1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/key.py,43,RSA,CRITICAL,0.9,False,Production import of rsa.common module providing RSA mathematical utilities including modular inverse.,import rsa.common,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,397,ECDSA,CRITICAL,0.7,False,,"ecdsa.generator_brainpoolp192r1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/util.py,425,ECDSA,CRITICAL,0.7,False,,parameter to the :func:`ecdsa.keys.VerifyingKey.verify` method.,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1762,Ed25519,CRITICAL,0.7,True,,"""ed448"" not in OPENSSL_SUPPORTED_TYPES,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,937,SHA-1,HIGH,0.7,True,,sha1 = hashlib.sha1(),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1711,Ed25519,CRITICAL,0.7,True,,"reason=""system openssl does not support signing with Ed448"",",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/key.py,693,RSA,CRITICAL,0.7,False,,"return rsa.pem.save_pem(der, b""RSA PRIVATE KEY"")",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,504,Ed25519,CRITICAL,0.7,False,,"eddsa.curve_ed25519,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,63,ECDH,CRITICAL,0.95,True,Creates an ECDH instance loaded with a private signing key and the remote verifying key on BRAINPOOLP160r1.,"ecdh1 = ECDH(BRAINPOOLP160r1, key1, key2.verifying_key)",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,441,ECDSA,CRITICAL,0.7,False,,"ecdsa.curve_brainpoolp256t1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,289,Ed25519,CRITICAL,0.85,True,"Test creating a SigningKey from the raw Ed25519 generator point bytes, verifying key construction from raw scalar input.","sk = SigningKey.from_string(Ed25519.generator.to_bytes(), Ed25519)",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/cli.py,79,RSA,CRITICAL,0.98,False,"Calls rsa.newkeys() to generate an RSA key pair of user-specified bit size, which is vulnerable to quantum attacks via S","(pub_key, priv_key) = rsa.newkeys(keysize)",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,4,ECDSA,CRITICAL,0.95,False,Production import of the ecdsa module enabling all ECDSA curve operations used throughout this file.,"from . import der, ecdsa, ellipticcurve, eddsa",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,tls/src/main/java/org/bouncycastle/tls/crypto/impl/jcajce/JceTlsDHDomain.java,54,DH,HIGH,0.7,False,Regex match — AI enrichment unavailable,"byte[] secret = crypto.calculateKeyAgreement(""DiffieHellman"", privateKey, publicKey, ""TlsPremasterSe",https://github.com/AnimeshShaw/bc-java,,Regex-only
?,python-rsa,rsa/key.py,348,RSA,CRITICAL,0.7,False,,"return rsa.pem.save_pem(der, ""RSA PUBLIC KEY"")",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,bc-java,prov/src/main/java/org/bouncycastle/jce/PKCS10CertificationRequest.java,161,RSA,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,// The parameters field SHALL be NULL for RSA based signature algorithms.,https://github.com/AnimeshShaw/bc-java,,Regex-only
?,python-ecdsa,src/ecdsa/curves.py,45,Ed25519,CRITICAL,0.9,False,Ed448 is exported in __all__ as a named production curve constant available to consumers of this module.,"""Ed448"",",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,pg/src/main/java/org/bouncycastle/openpgp/examples/DSAElGamalKeyRingGenerator.java,78,SHA-1,HIGH,0.95,False,"A PGPDigestCalculator is instantiated using HashAlgorithmTags.SHA1, which is used as the checksum/digest for secret key ",PGPDigestCalculator sha1Calc = new JcaPGPDigestCalculatorProviderBuilder().build().get(HashAlgorithm,https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1142,ECDSA,CRITICAL,0.7,True,,"reason=""system openssl does not support prime256v1"",",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1182,ECDSA,CRITICAL,0.7,True,,"reason=""system openssl does not support secp256k1"",",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,prov/src/main/java/org/bouncycastle/jcajce/provider/symmetric/ARC4.java,97,RC4,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,"provider.addAlgorithm(""Alg.Alias.Cipher"", PKCSObjectIdentifiers.rc4, ""ARC4"");",https://github.com/AnimeshShaw/bc-java,,Regex-only
?,python-rsa,rsa/pkcs1.py,282,MD5,HIGH,0.7,False,,":param hash_method: the hash method used on the message. Use 'MD5', 'SHA-1',",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,317,Ed25519,CRITICAL,0.7,True,Test constructing a DER SubjectPublicKeyInfo structure manually using Ed,"encode_sequence(encode_oid(*Ed25519.oid)),",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/ecdh.py,274,ECDSA,CRITICAL,0.7,False,,:param public_key_der: string with the DER encoding of public ECDSA key,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,2108,SHA-1,HIGH,0.7,True,,"hash_func=hashlib.sha1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,295,ECDH,CRITICAL,0.7,True,,ecdh = ECDH(curve=curve),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,105,ECDH,CRITICAL,0.7,True,,ecdh1 = ECDH(),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,tls/src/main/java/org/bouncycastle/tls/CombinedHash.java,44,MD5,HIGH,0.7,False,Regex match — AI enrichment unavailable,"md5.update(input, inOff, len);",https://github.com/AnimeshShaw/bc-java,,Regex-only
?,python-ecdsa,src/ecdsa/util.py,418,ECDSA,CRITICAL,0.7,False,,Decoder for :term:`raw encoding`  of ECDSA signatures.,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,387,ECDSA,CRITICAL,0.7,False,,"ecdsa.curve_brainpoolp160t1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,core/src/main/java/org/bouncycastle/crypto/examples/DESExample.java,59,3DES,HIGH,0.95,False,A class-level field declares a PaddedBufferedBlockCipher instance intended to hold an initialized DESede (Triple-DES) ci,// To hold the initialised DESede cipher,https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,python-jose,jose/backends/cryptography_backend.py,94,ECDSA,CRITICAL,0.97,False,"Maps the JWK curve name 'P-384' to ec.SECP384R1, used in the ECDSA key preparation pipeline.","""P-384"": ec.SECP384R1,",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,450,ECDSA,CRITICAL,0.7,False,,"ecdsa.curve_brainpoolp320r1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,379,ECDSA,CRITICAL,0.7,False,,"ecdsa.generator_brainpoolp160r1,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/backends/cryptography_backend.py,291,RSA,CRITICAL,0.7,False,,"p, q = rsa.rsa_recover_prime_factors(n, e, d)",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1714,Ed25519,CRITICAL,0.7,True,,return self.do_eddsa_test_to_openssl(Ed448),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/backends/cryptography_backend.py,213,RSA,CRITICAL,0.7,False,,if algorithm not in ALGORITHMS.RSA:,https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1449,ECDSA,CRITICAL,0.7,True,,"""secp256k1"" not in OPENSSL_SUPPORTED_CURVES,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,2510,ECDSA,CRITICAL,0.7,True,,"id=""ECDSA-256"",",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,341,ECDH,CRITICAL,0.7,True,,ecdh.load_private_key_der(unhexlify(der_local_private_key)),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1702,Ed25519,CRITICAL,0.7,True,,"""ed25519"" not in OPENSSL_SUPPORTED_TYPES,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,tls/src/main/java/org/bouncycastle/jsse/provider/DisabledAlgorithmConstraints.java,372,DH,HIGH,0.7,False,Regex match — AI enrichment unavailable,"else if (""DiffieHellman"".equals(algorithm))",https://github.com/AnimeshShaw/bc-java,,Regex-only
?,python-jose,jose/backends/rsa_backend.py,230,RSA,CRITICAL,0.7,False,,"pem = pyrsa_pem.save_pem(der, pem_marker=""RSA PRIVATE KEY"")",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,296,ECDH,CRITICAL,0.7,True,,ecdh.load_private_key_bytes(unhexlify(privatekey)),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,520,ECDSA,CRITICAL,0.7,True,,Verify that ecdsa.keys.SigningKey.from_der() can be used with,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/ellipticcurve.py,1546,Ed25519,CRITICAL,0.7,False,,"# both Ed25519 and Ed448 have prime order, so no point added to",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/backends/rsa_backend.py,19,RSA,CRITICAL,0.88,False,"Production code that mutates the supported-algorithm list to remove RSA_OAEP, indicating active runtime management of RS",ALGORITHMS.SUPPORTED.remove(ALGORITHMS.RSA_OAEP)  # RSA OAEP not supported,https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,336,Ed25519,CRITICAL,0.7,True,,"b"""", b"""", Ed25519",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,doc/conf.py,56,RSA,CRITICAL,0.82,False,"The `rsa.__version__` attribute access is used again to set the `release` variable in Sphinx config, reinforcing the pro",release = rsa.__version__,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-jose,jose/backends/cryptography_backend.py,306,PKCS1v15,HIGH,0.7,False,,"signature = self.prepared_key.sign(msg, padding.PKCS1v15(), self.hash_alg())",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1184,ECDSA,CRITICAL,0.7,True,,def test_from_openssl_secp256k1(self):,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/cli.py,225,RSA,CRITICAL,0.7,False,,"assert isinstance(pub_key, rsa.key.PublicKey)",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1657,Ed25519,CRITICAL,0.7,True,,"for c in (""ED25519"", ""ED448"")",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/backends/cryptography_backend.py,260,RSA,CRITICAL,0.7,False,,"if not jwk_dict.get(""kty"") == ""RSA"":",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,372,ECDSA,CRITICAL,0.7,False,,"""secp256k1"",",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1763,Ed25519,CRITICAL,0.7,True,,"reason=""system openssl does not support signing with Ed448"",",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/util.py,336,ECDSA,CRITICAL,0.7,False,,in :func:`ecdsa.keys.SigningKey.sign` method.,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/backends/cryptography_backend.py,265,RSA,CRITICAL,0.7,False,,"public = rsa.RSAPublicNumbers(e, n)",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,node-jsonwebtoken,lib/validateAsymmetricKey.js,50,RSA,CRITICAL,0.95,False,The 'rsa-pss' case in the switch statement actively executes runtime validation of RSA-PSS key parameters (hash algorith,case 'rsa-pss':,https://github.com/AnimeshShaw/node-jsonwebtoken,,AI-enriched
?,python-ecdsa,src/ecdsa/curves.py,333,ECDSA,CRITICAL,0.7,False,,"ecdsa.curve_224,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/backends/ecdsa_backend.py,28,ECDSA,CRITICAL,0.95,False,"SHA512 is mapped to NIST P-521 curve (NIST521p), establishing the elliptic curve parameters used during key generation a","SHA512: ecdsa.curves.NIST521p,",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,245,HARDCODED_KEY,CRITICAL,0.7,True,"Test assertion checking that serialized key bytes start with EC PRIVATE KEY PEM header, indicating ECDSA private key for","self.assertTrue(s1.startswith(b""-----BEGIN EC PRIVATE KEY-----""))",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,340,ECDH,CRITICAL,0.7,True,,ecdh = ECDH(),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/pkcs1.py,221,RSA,CRITICAL,0.7,False,,":py:class:`rsa.pkcs1.DecryptionError`. If you want to be *sure*, use",https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-jose,jose/backends/cryptography_backend.py,145,ECDSA,CRITICAL,0.99,False,Performs ECDSA signature verification using the EC public key and the configured hash algorithm.,"self.prepared_key.verify(signature, msg, ec.ECDSA(self.hash_alg()))",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-rsa,rsa/parallel.py,29,RSA,CRITICAL,0.9,False,"This import statement pulls in rsa.randnum, used at runtime to generate random odd integers as RSA prime candidates duri",import rsa.randnum,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,745,Ed25519,CRITICAL,0.7,True,,"Ed25519,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/cli.py,29,RSA,CRITICAL,0.9,False,Extracts and sorts the hash method names from the RSA PKCS#1 module's HASH_METHODS dictionary to populate CLI options fo,HASH_METHODS = sorted(rsa.pkcs1.HASH_METHODS.keys()),https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/ecdsa.py,877,ECDSA,CRITICAL,0.7,False,,# Brainpool P-384-r1,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/constants.py,40,ECDH,CRITICAL,0.7,False,,"ECDH_ES_A192KW = ""ECDH-ES+A192KW""",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-rsa,rsa/pem.py,116,RSA,CRITICAL,0.7,False,,'-----END RSA PRIVATE KEY-----' markers.,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/ecdh.py,201,ECDSA,CRITICAL,0.7,False,,:param private_key_pem: string with PEM-encoded private ECDSA key,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_ecdh.py,48,ECDH,CRITICAL,0.95,True,Instantiates a second ECDH object for participant 2 to derive the same shared secret in the parametrized test.,ecdh2 = ECDH(curve=vcurve),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,bc-java,core/src/main/java/org/bouncycastle/math/ec/rfc8032/Ed25519.java,7,X25519,CRITICAL,0.85,False,"Production import of the X25519 class from RFC 7748, indicating active use of the classical elliptic-curve Diffie-Hellma",import org.bouncycastle.math.ec.rfc7748.X25519;,https://github.com/AnimeshShaw/bc-java,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1426,ECDSA,CRITICAL,0.7,True,,"reason=""system openssl does not support prime256v1"",",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1766,Ed25519,CRITICAL,0.7,True,,return self.do_eddsa_test_from_openssl(Ed448),https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/test_pyecdsa.py,1988,ECDSA,CRITICAL,0.7,True,,def test_SECP256k1_4(self):,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-jose,jose/backends/_asn1.py,64,RSA,CRITICAL,0.95,False,Production function that wraps a PKCS1 RSA public key into a SubjectPublicKeyInfo (PKCS8-style) structure using the hard,"""""""Convert a PKCS1-encoded RSA private key to PKCS8.""""""",https://github.com/AnimeshShaw/python-jose,,AI-enriched
?,python-ecdsa,src/ecdsa/test_keys.py,846,HARDCODED_KEY,CRITICAL,0.7,True,,"b""-----BEGIN PRIVATE KEY-----\n""",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-rsa,rsa/cli.py,262,RSA,CRITICAL,0.7,False,,key_class = rsa.PrivateKey,https://github.com/AnimeshShaw/python-rsa,,AI-enriched
?,python-ecdsa,src/ecdsa/util.py,312,ECDSA,CRITICAL,0.7,False,,:param int s: the second parameter of ECDSA signature,https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
?,python-ecdsa,src/ecdsa/__init__.py,91,Ed25519,CRITICAL,0.7,False,,"Ed25519,",https://github.com/AnimeshShaw/python-ecdsa,,AI-enriched
