label,repo,file_path,line,algorithm,severity,confidence,is_test_code,context,code_snippet,repo_url,notes
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,301,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public X448(),https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,303,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,"super(""X448"", true, x448_type);",https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,307,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public static class X25519,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,310,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public X25519(),https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,312,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,"super(""X25519"", true, x25519_type);",https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,316,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public static class EdDSA,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,319,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public EdDSA(),https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,321,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,"super(""EdDSA"", false, 0);",https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,325,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public static class Ed448,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,328,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public Ed448(),https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,330,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,"super(""Ed448"", false, Ed448_type);",https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,334,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public static class Ed25519,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,337,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public Ed25519(),https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,339,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,"super(""Ed25519"", false, Ed25519_type);",https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,31,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,private static final int EdDSA = -1;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,34,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,private static final int Ed25519 = 1;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,35,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,private static final int Ed448 = 2;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,36,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,private static final int X25519 = 3;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,37,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,private static final int X448 = 4;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,105,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,case Ed25519:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,106,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,case Ed448:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,108,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,case X25519:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,109,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,case X448:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,125,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,case EdDSA:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,126,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,case Ed25519:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,127,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,return Ed25519;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,129,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,case X25519:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,130,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,return X25519;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,139,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,case EdDSA:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,140,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,case Ed448:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,141,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,return Ed448;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,143,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,case X448:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,144,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,return X448;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,163,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,case Ed25519:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,169,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,case Ed448:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,175,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,case X25519:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,181,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,case X448:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,198,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,case Ed25519:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,199,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,case Ed448:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,200,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,return EdDSA;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,201,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,case X25519:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,202,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,case X448:,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,212,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,if (name.equalsIgnoreCase(XDHParameterSpec.X25519) || name.equals(EdECObjectIdentifiers.id_X25519.ge,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,214,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,return X25519;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,216,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,else if (name.equalsIgnoreCase(EdDSAParameterSpec.Ed25519) || name.equals(EdECObjectIdentifiers.id_E,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,218,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,return Ed25519;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,220,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,else if (name.equalsIgnoreCase(XDHParameterSpec.X448) || name.equals(EdECObjectIdentifiers.id_X448.g,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,222,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,return X448;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,224,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,else if (name.equalsIgnoreCase(EdDSAParameterSpec.Ed448) || name.equals(EdECObjectIdentifiers.id_Ed4,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,226,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,return Ed448;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,260,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public static final class EdDSA,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,263,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public EdDSA(),https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,265,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,super(EdDSA);,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,269,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public static final class Ed448,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,272,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public Ed448(),https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,274,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,super(Ed448);,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,278,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public static final class Ed25519,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,281,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public Ed25519(),https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,283,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,super(Ed25519);,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,296,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public static final class X448,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,299,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public X448(),https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,301,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,super(X448);,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,305,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public static final class X25519,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,308,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public X25519(),https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.11/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyPairGeneratorSpi.java,310,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,super(X25519);,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/BC15EdDSAPrivateKey.java,10,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,import org.bouncycastle.crypto.params.Ed25519PrivateKeyParameters;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/BC15EdDSAPrivateKey.java,38,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,return Optional.of(((Ed25519PrivateKeyParameters)eddsaPrivateKey).getEncoded());,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/BC15EdDSAPrivateKey.java,47,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,return NamedParameterSpec.ED448;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/BC15EdDSAPrivateKey.java,51,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,return NamedParameterSpec.ED25519;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/BC15EdDSAPrivateKey.java,64,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,return new BC15EdDSAPublicKey(((Ed25519PrivateKeyParameters)eddsaPrivateKey).generatePublicKey());,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/BC15EdDSAPublicKey.java,52,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,return NamedParameterSpec.ED448;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/BC15EdDSAPublicKey.java,56,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,return NamedParameterSpec.ED25519;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,28,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,import org.bouncycastle.crypto.params.Ed25519PrivateKeyParameters;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,29,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,import org.bouncycastle.crypto.params.Ed25519PublicKeyParameters;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,31,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,import org.bouncycastle.crypto.params.X25519PublicKeyParameters;,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,97,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,return new OpenSSHPrivateKeySpec(OpenSSHPrivateKeyUtil.encodePrivateKey(new Ed25519PrivateKeyParamet,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,112,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,"encoding, 0, encoding.length - Ed25519PublicKeyParameters.KEY_SIZE))",https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,114,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,"throw new InvalidKeySpecException(""Invalid Ed25519 public key encoding"");",https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,117,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,"Ed25519PublicKeyParameters publicKey = new Ed25519PublicKeyParameters(encoding, Ed25519Prefix.length",https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,170,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,if (parameters instanceof Ed25519PrivateKeyParameters),https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,172,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,return new BC15EdDSAPrivateKey((Ed25519PrivateKeyParameters)parameters);,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,174,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,"throw new InvalidKeySpecException(""openssh private key not Ed25519 private key"");",https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,182,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,if (NamedParameterSpec.ED448.getName().equalsIgnoreCase(edSpec.getParams().getName())),https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,186,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,else if (NamedParameterSpec.ED25519.getName().equalsIgnoreCase(edSpec.getParams().getName())),https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,188,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,parameters = SignatureSpi.getEd25519PrivateKey(edSpec.getBytes());,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,256,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,return new BC11XDHPublicKey(new X25519PublicKeyParameters(enc));,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,260,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,return new BC15EdDSAPublicKey(new Ed25519PublicKeyParameters(enc));,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,271,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,if (NamedParameterSpec.ED448.getName().equalsIgnoreCase(edSpec.getParams().getName())),https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,275,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,else if (NamedParameterSpec.ED25519.getName().equalsIgnoreCase(edSpec.getParams().getName())),https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,277,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,parameters = SignatureSpi.getEd25519PublicKey(edSpec.getPoint());,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,293,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,if (parameters instanceof Ed25519PublicKeyParameters),https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,295,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,"return new BC15EdDSAPublicKey(new byte[0], ((Ed25519PublicKeyParameters)parameters).getEncoded());",https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,298,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,"throw new InvalidKeySpecException(""openssh public key not Ed25519 public key"");",https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,375,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public static class X448,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,378,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public X448(),https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,380,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,"super(""X448"", true, x448_type);",https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,384,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public static class X25519,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,387,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public X25519(),https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,389,X25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,"super(""X25519"", true, x25519_type);",https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,393,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public static class EdDSA,https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,396,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,public EdDSA(),https://github.com/AnimeshShaw/bc-java,
?,bc-java,prov/src/main/jdk1.15/org/bouncycastle/jcajce/provider/asymmetric/edec/KeyFactorySpi.java,398,Ed25519,CRITICAL,0.7,False,Regex match — AI enrichment unavailable,"super(""EdDSA"", false, 0);",https://github.com/AnimeshShaw/bc-java,
